11.37,2.77,2.77,2.77,2.77,5
11.61,0.64,0.64,0.64,0.64,5
4.50,4.50,4.50,4.50,4.50,5
2.63,2.63,2.63,2.63,2.63,5
0.68,0.68,0.68,0.68,0.68,5
2.15,2.15,2.15,2.15,2.15,5
24.65,3.55,3.55,3.55,3.55,5
14.86,1.01,1.01,1.01,1.01,5
19.62,0.41,0.41,0.41,0.41,5
0.61,0.41,0.41,0.41,0.41,5
6.58,0.26,0.32,0.26,0.26,5
2.87,0.86,0.86,0.86,0.86,5
11.09,4.87,4.87,4.87,4.87,5
7.29,7.29,7.29,7.29,7.29,5
10.06,3.19,3.19,3.19,3.19,5
8.68,2.93,3.00,2.93,2.93,5
4.24,3.63,3.71,3.63,3.63,5
9.33,0.53,0.53,0.53,0.53,5
999999999,9.73,10.11,9.73,9.73,5
5.35,2.28,2.28,2.28,2.28,5
4.82,3.77,4.37,3.77,3.77,5
2.18,1.40,1.40,1.40,1.40,5
19.71,9.26,9.51,9.26,9.26,5
4.40,4.40,4.44,4.40,4.40,5
8.56,3.10,3.10,3.10,3.10,5
3.16,3.16,3.16,3.16,3.16,5
1.68,1.68,1.68,1.68,1.68,5
999999999,5.91,5.91,5.91,5.91,5
2.44,1.14,1.14,1.14,1.14,5
6.02,1.34,1.39,1.34,1.34,5
2.54,2.49,2.50,2.49,2.50,5
8.47,5.07,5.53,5.07,5.07,5
2.78,1.48,1.51,1.48,1.48,5
0.21,0.21,0.36,0.21,0.21,5
12.42,3.56,3.56,3.56,3.56,5
1.96,0.30,0.30,0.30,0.30,5
10.35,3.52,3.52,3.52,3.52,5
22.56,7.25,7.30,7.25,7.25,5
2.90,2.73,2.73,2.73,2.73,5
999999999,7.40,7.40,7.40,7.40,5
4.74,4.74,4.74,4.74,4.74,5
15.68,7.29,7.29,7.29,7.29,5
27.71,7.30,8.80,7.30,7.30,5
14.72,5.04,5.32,5.04,5.04,5
7.60,3.20,3.29,3.20,3.20,5
5.84,0.90,0.90,0.90,0.90,5
4.63,2.13,2.13,2.13,2.13,5
14.46,2.05,2.05,2.05,2.05,5
10.69,10.69,10.69,10.69,10.69,5
9.76,4.88,4.88,4.88,4.88,5
24.07,2.36,2.36,2.36,2.36,5
11.90,11.50,11.80,11.50,11.50,5
